mark,model,version,version_production_years,version_doors,version_body_type,specific_version,year,segment,transmission_full,transmission_short,engine_type,fuel_type,engine_capacity (cc),turbo,urban_consumption (l/100km),extra_urban_consumption (l/100km),combined_consumption (l/100km),co2_emission (g/km),weight,start/stop_system (yes/no)
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 420d Coupe High Executive ,2015,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,1 ","3,7 ",,111,1450,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 420d Coupe High Executive ,2015,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","4,7 ","3,6 ",,106,1475,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 420d Coupe ,2015,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,1 ","3,7 ",,111,1450,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 420d Coupe ,2015,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","4,7 ","3,6 ",,106,1475,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 420d Coupe Corporate Lease Executive ,2015,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,1 ","3,7 ",,111,1450,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 420d Coupe Corporate Lease Executive ,2015,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","4,7 ","3,6 ",,106,1475,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 420d Coupe Corporate Lease High Executive ,2015,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,1 ","3,7 ",,111,1450,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 420d Coupe Corporate Lease High Executive ,2015,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","4,7 ","3,6 ",,106,1475,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 420d XDrive Coupe ,2015,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,3 ","3,9 ",,117,1515,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 420d XDrive Coupe ,2015,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,2 ","4,0 ",,117,1535,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 420d XDrive Coupe Executive ,2015,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,3 ","3,9 ",,117,1515,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 420d XDrive Coupe Executive ,2015,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,2 ","4,0 ",,117,1535,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 420d XDrive Coupe High Executive ,2015,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,3 ","3,9 ",,117,1515,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 420d XDrive Coupe High Executive ,2015,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,2 ","4,0 ",,117,1535,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2014 BMW 420i Coupe Business ,2014,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,1997,"yes, two","8,4 ","4,9 ",,144,1405,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2014 BMW 420i Coupe Business ,2014,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1997,"yes, two","8,1 ","4,8 ",,139,1425,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2014 BMW M4 Coupe ,2014,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,2979,"yes, two","12,0 ","6,9 ",,204,1485,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2014 BMW M4 Coupe ,2014,g (sport),7 speed automatic with double clutch,Automatic,fuel engine,gasoline,2979,"yes, two","11,1 ","6,7 ",,194,1500,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2014 BMW 420d Coupe Business ,2014,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,8 ","4,1 ",,124,1425,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2014 BMW 425d Coupe ,2014,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","6,1 ","4,3 ",,131,1465,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2014 BMW 425d Coupe ,2014,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,7 ","4,1 ",,124,1480,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2014 BMW 425d Coupe Business ,2014,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","6,1 ","4,3 ",,131,1465,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2014 BMW 425d Coupe Business ,2014,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,7 ","4,1 ",,124,1480,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2014 BMW 425d Coupe Executive ,2014,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","6,1 ","4,3 ",,131,1465,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2014 BMW 425d Coupe Executive ,2014,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,7 ","4,1 ",,124,1480,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2014 BMW 425d Coupe High Executive ,2014,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","6,1 ","4,3 ",,131,1465,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2014 BMW 425d Coupe High Executive ,2014,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,7 ","4,1 ",,124,1480,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2014 BMW 430d XDrive Coupe ,2014,g (sport),8 speed automatic,Automatic,fuel engine,diesel,2993,"yes, two","6,0 ","4,8 ",,137,1590,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2014 BMW 430d XDrive Coupe Executive ,2014,g (sport),8 speed automatic,Automatic,fuel engine,diesel,2993,"yes, two","6,0 ","4,8 ",,137,1590,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2014 BMW 430d XDrive Coupe High Executive ,2014,g (sport),8 speed automatic,Automatic,fuel engine,diesel,2993,"yes, two","6,0 ","4,8 ",,137,1590,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 420i Coupe ,2013,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,1997,"yes, two","8,4 ","4,9 ",,144,1405,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 420i Coupe ,2013,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1997,"yes, two","8,1 ","4,8 ",,139,1425,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 420i Coupe Executive ,2013,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,1997,"yes, two","8,4 ","4,9 ",,144,1405,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 420i Coupe Executive ,2013,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1997,"yes, two","8,1 ","4,8 ",,139,1425,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 420i Coupe High Executive ,2013,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,1997,"yes, two","8,4 ","4,9 ",,144,1405,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 420i Coupe High Executive ,2013,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1997,"yes, two","8,1 ","4,8 ",,139,1425,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 420i XDrive Coupe ,2013,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,1997,"yes, two","8,9 ","5,6 ",,159,1495,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 420i XDrive Coupe ,2013,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1997,"yes, two","8,6 ","5,1 ",,149,1505,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 420i XDrive Coupe Executive ,2013,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,1997,"yes, two","8,9 ","5,6 ",,159,1495,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 420i XDrive Coupe Executive ,2013,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1997,"yes, two","8,6 ","5,1 ",,149,1505,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 420i XDrive Coupe High Executive ,2013,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,1997,"yes, two","8,9 ","5,6 ",,159,1495,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 420i XDrive Coupe High Executive ,2013,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1997,"yes, two","8,6 ","5,1 ",,149,1505,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 428i Coupe ,2013,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,1997,"yes, two","8,8 ","5,3 ",,154,1425,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 428i Coupe ,2013,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1997,"yes, two","8,1 ","5,2 ",,147,1445,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 428i Coupe Executive ,2013,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,1997,"yes, two","8,8 ","5,3 ",,154,1425,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 428i Coupe Executive ,2013,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1997,"yes, two","8,1 ","5,2 ",,147,1445,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 428i Coupe High Executive ,2013,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,1997,"yes, two","8,8 ","5,3 ",,154,1425,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 428i Coupe High Executive ,2013,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1997,"yes, two","8,1 ","5,2 ",,147,1445,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 428i XDrive Coupe ,2013,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,1997,"yes, two","8,7 ","5,5 ",,157,1515,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 428i XDrive Coupe ,2013,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1997,"yes, two","8,7 ","5,5 ",,157,1515,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 428i XDrive Coupe Executive ,2013,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,1997,"yes, two","8,7 ","5,5 ",,157,1515,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 428i XDrive Coupe Executive ,2013,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1997,"yes, two","8,7 ","5,5 ",,157,1515,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 428i XDrive Coupe High Executive ,2013,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,1997,"yes, two","8,7 ","5,5 ",,157,1515,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 428i XDrive Coupe High Executive ,2013,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1997,"yes, two","8,7 ","5,5 ",,157,1515,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 435i Coupe ,2013,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,2979,"yes, two","11,4 ","6,2 ",,189,1485,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 435i Coupe ,2013,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,2979,"yes, two","10,2 ","5,5 ",,169,1500,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 435i Coupe Executive ,2013,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,2979,"yes, two","11,4 ","6,2 ",,189,1485,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 435i Coupe Executive ,2013,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,2979,"yes, two","10,2 ","5,5 ",,169,1500,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 435i Coupe High Executive ,2013,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,2979,"yes, two","11,4 ","6,2 ",,189,1485,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 435i Coupe High Executive ,2013,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,2979,"yes, two","10,2 ","5,5 ",,169,1500,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 435i XDrive Coupe ,2013,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,2979,"yes, two","10,8 ","5,8 ",,178,1565,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 435i XDrive Coupe ,2013,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,2979,"yes, two","10,8 ","5,8 ",,178,1565,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 435i XDrive Coupe Executive ,2013,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,2979,"yes, two","10,8 ","5,8 ",,178,1565,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 435i XDrive Coupe Executive ,2013,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,2979,"yes, two","10,8 ","5,8 ",,178,1565,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 435i XDrive Coupe High Executive ,2013,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,2979,"yes, two","10,8 ","5,8 ",,178,1565,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 435i XDrive Coupe High Executive ,2013,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,2979,"yes, two","10,8 ","5,8 ",,178,1565,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 420d Coupe ,2013,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,8 ","4,1 ",,124,1425,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 420d Coupe ,2013,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,4 ","4,1 ",,121,1440,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 420d Coupe Business ,2013,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,4 ","4,1 ",,121,1440,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 420d Coupe Executive ,2013,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,8 ","4,1 ",,124,1425,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 420d Coupe Executive ,2013,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,4 ","4,1 ",,121,1440,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 420d Coupe High Executive ,2013,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,8 ","4,1 ",,124,1425,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 420d Coupe High Executive ,2013,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,4 ","4,1 ",,121,1440,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 420d XDrive Coupe ,2013,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","6,1 ","4,2 ",,129,1485,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 420d XDrive Coupe ,2013,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,7 ","4,3 ",,126,1495,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 420d XDrive Coupe Executive ,2013,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","6,1 ","4,2 ",,129,1485,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 420d XDrive Coupe Executive ,2013,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,7 ","4,3 ",,126,1495,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 420d XDrive Coupe High Executive ,2013,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","6,1 ","4,2 ",,129,1485,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 420d XDrive Coupe High Executive ,2013,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,7 ","4,3 ",,126,1495,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 430d Coupe ,2013,g (sport),8 speed automatic,Automatic,fuel engine,diesel,2993,"yes, two","5,7 ","4,5 ",,129,1515,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 430d Coupe Executive ,2013,g (sport),8 speed automatic,Automatic,fuel engine,diesel,2993,"yes, two","5,7 ","4,5 ",,129,1515,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 430d Coupe High Executive ,2013,g (sport),8 speed automatic,Automatic,fuel engine,diesel,2993,"yes, two","5,7 ","4,5 ",,129,1515,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 435d XDrive Coupe ,2013,g (sport),8 speed automatic,Automatic,fuel engine,diesel,2993,"yes, two","6,4 ","4,9 ",,143,1600,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 435d XDrive Coupe Executive ,2013,g (sport),8 speed automatic,Automatic,fuel engine,diesel,2993,"yes, two","6,4 ","4,9 ",,143,1600,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2013 BMW 435d XDrive Coupe High Executive ,2013,g (sport),8 speed automatic,Automatic,fuel engine,diesel,2993,"yes, two","6,4 ","4,9 ",,143,1600,yes
BMW,BMW i3,"2017-present,5doors,hatchback",2017-present,5doors,hatchback,2020 BMW I3 120Ah Corporate Executive ,2020,c (small medium),traploze automatic,Automatic,electric motor,n/a,No info,No info,No info,No info,No info,0,1245,n/a
BMW,BMW i3,"2017-present,5doors,hatchback",2017-present,5doors,hatchback,2020 BMW I3 120Ah Dark Shadow Edition ,2020,c (small medium),traploze automatic,Automatic,electric motor,n/a,No info,No info,No info,No info,No info,0,1245,n/a
BMW,BMW i3,"2017-present,5doors,hatchback",2017-present,5doors,hatchback,2020 BMW I3 120Ah For The Oceans Edition ,2020,c (small medium),traploze automatic,Automatic,electric motor,n/a,No info,No info,No info,No info,No info,0,1245,n/a
BMW,BMW i3,"2017-present,5doors,hatchback",2017-present,5doors,hatchback,2020 BMW I3s 120Ah Corporate Executive ,2020,c (small medium),traploze automatic,Automatic,electric motor,n/a,No info,No info,No info,No info,No info,0,1265,n/a
BMW,BMW i3,"2017-present,5doors,hatchback",2017-present,5doors,hatchback,2020 BMW I3s 120Ah Dark Shadow Edition ,2020,c (small medium),traploze automatic,Automatic,electric motor,n/a,No info,No info,No info,No info,No info,0,1265,n/a
BMW,BMW i3,"2017-present,5doors,hatchback",2017-present,5doors,hatchback,2019 BMW I3 120Ah Executive Edition ,2019,c (small medium),traploze automatic,Automatic,electric motor,n/a,No info,No info,No info,No info,No info,0,1245,n/a
BMW,BMW i3,"2017-present,5doors,hatchback",2017-present,5doors,hatchback,2019 BMW I3s 120Ah Executive Edition ,2019,c (small medium),traploze automatic,Automatic,electric motor,n/a,No info,No info,No info,No info,No info,0,1265,n/a
BMW,BMW i3,"2017-present,5doors,hatchback",2017-present,5doors,hatchback,2018 BMW I3 94Ah Grey Edition ,2018,c (small medium),traploze automatic,Automatic,electric motor,n/a,No info,No info,No info,No info,No info,0,1220,n/a
BMW,BMW i3,"2017-present,5doors,hatchback",2017-present,5doors,hatchback,2018 BMW I3 120Ah ,2018,c (small medium),traploze automatic,Automatic,electric motor,n/a,No info,No info,No info,No info,No info,0,1245,n/a
BMW,BMW i3,"2017-present,5doors,hatchback",2017-present,5doors,hatchback,2018 BMW I3s 120Ah ,2018,c (small medium),traploze automatic,Automatic,electric motor,n/a,No info,No info,No info,No info,No info,0,1265,n/a
